,Train Loss,Val Loss,Val Acc
0,0.5156647665500641,0.4283178788423538,0.5737
1,0.4419854811429979,0.418042376935482,0.5831
2,0.41983094191551223,0.37736917346715926,0.6235
3,0.4039744521379473,0.3768587890267372,0.6235
4,0.3931645758748055,0.39873649030923847,0.6017
5,0.3956294406652452,0.3650015430152416,0.6359
6,0.3868009160757064,0.3560360483825206,0.6441
7,0.3819237438440323,0.37713281750679023,0.6233
8,0.38567194500565505,0.3593781685829162,0.6414
9,0.3767299341857435,0.3560655641555788,0.6446
10,0.37814648586511623,0.3475225344300269,0.6538
11,0.3754332502782342,0.3705807438492776,0.6307
12,0.36970211130380637,0.35437027662992476,0.6452
13,0.3643245295286181,0.3442809592187403,0.657
14,0.36609470587968823,0.3626632776856422,0.6377
15,0.36092008832097067,0.3441849502921104,0.6562
16,0.365077939003706,0.3644949041306972,0.6353
17,0.3653862081468106,0.3754262518882751,0.6243
18,0.355945696622133,0.3462000013887884,0.6536
19,0.3540908720493319,0.34914932951331135,0.6511
20,0.35355215105414417,0.3379763039946556,0.6622
21,0.3459295444488523,0.3401777429878712,0.6593
22,0.3331515056788922,0.30163624882698065,0.6986
23,0.29362582024931877,0.275147901326418,0.725
24,0.28424993231892576,0.27618397980928416,0.725
25,0.2830702367722984,0.2578563602268696,0.7428
26,0.2800863477289677,0.2532390315830707,0.7463
27,0.2790407105982303,0.2824455276131629,0.7187
28,0.2762678901553152,0.26763304233551033,0.7325
29,0.2738898225724701,0.2656745252013207,0.735
30,0.26809119278192506,0.2708370645344258,0.7291
31,0.26356678688526164,0.2559975565969944,0.7445
32,0.2611081141382458,0.25167288593947884,0.7485
33,0.2628509372472762,0.2536215661466122,0.7473
34,0.25575993993878376,0.25468189269304287,0.7453
35,0.26167366868257524,0.25113402068614965,0.7495
36,0.2589757119119168,0.24831175595521926,0.7523
37,0.25835449865460414,0.23783459819853311,0.7626
38,0.25464535808563227,0.24400762856006633,0.7558
39,0.2573722372949124,0.24524004459381105,0.7556
40,0.2510495584607124,0.2290889018774032,0.7716
41,0.24783402988314618,0.25317041918635363,0.7484
42,0.2493896211087704,0.24079941302537924,0.7597
43,0.24766863065958003,0.2576730757951735,0.7428
44,0.24441581739485255,0.2346947407722473,0.7649
45,0.24837870198488235,0.23670635797083375,0.7641
46,0.24395194455981242,0.2502272537350656,0.7502
47,0.2461899397969244,0.23465087451040742,0.7651
48,0.24437019363045706,0.2539060275256632,0.7464
49,0.23728677502274503,0.2334720465540886,0.7668
50,0.2378048415333033,0.2296475582569838,0.7706
51,0.23828299129009237,0.2347810952365398,0.765
52,0.23362007558345788,0.22751485966145987,0.7727
53,0.23650870360434068,0.2203737983852625,0.78
54,0.23194996312260635,0.22646572805941106,0.7734
55,0.23772661150991903,0.23378382578492168,0.7661
56,0.22915597435832025,0.2168003249913454,0.7832
57,0.235785953745246,0.22835719279944888,0.7716
58,0.23261860880255675,0.22777681559324264,0.7726
59,0.22626139405369766,0.21164487510919583,0.7888
60,0.20692005766928193,0.1970751013606787,0.8037
61,0.19436356092989457,0.19213217377662659,0.8084
62,0.1896632646173238,0.18929762691259386,0.811
63,0.18565131638944146,0.1877294216305017,0.8124
64,0.18297403688728797,0.18595144085586068,0.8137
65,0.1808452936559914,0.18328795827925204,0.8166
66,0.1806139098256826,0.18130303561687475,0.8195
67,0.176533360555768,0.1819752556830645,0.8176
68,0.17496126949787127,0.18072023056447517,0.8199
69,0.17491340070962905,0.1784725203365088,0.8223
70,0.17532943499088288,0.18088800393044943,0.8194
71,0.17389553070068348,0.17780736550688742,0.8222
72,0.17217404614388934,0.17708805412054063,0.8222
73,0.16933169169724002,0.17641969390213483,0.8239
74,0.16689403690397728,0.17541137054562572,0.8252
75,0.16745362001657507,0.17250731579959394,0.828
76,0.1681587028503418,0.17467280752956865,0.8253
77,0.16665016487240814,0.17364970691502102,0.826
78,0.16541200731694694,0.1730574301630259,0.8278
79,0.162987081989646,0.17331803180277341,0.8276
80,0.16408984178304659,0.1725300910323858,0.828
