,Train Loss,Val Loss,Val Acc
0,0.5177212917208671,0.4386887800693511,0.5632
1,0.45441132616996743,0.4251652315258979,0.575
2,0.41108855068683614,0.3639572393894195,0.6378
3,0.37808592778444255,0.38096423208713526,0.619
4,0.37507640522718455,0.34603748083114627,0.6538
5,0.3713676108121871,0.3441646116971971,0.6555
6,0.36006677660346054,0.33961617022752755,0.6608
7,0.35245915314555143,0.34539263784885416,0.6545
8,0.3586709046661856,0.3501966181397439,0.6503
9,0.3534789537191394,0.33067534163594253,0.6692
10,0.3517864232063294,0.3507147744297982,0.6497
11,0.35452482351660763,0.3250654232501983,0.6757
12,0.3446070856153963,0.32888127475976936,0.6711
13,0.3342233033180238,0.3395001415908337,0.661
14,0.3403890538811687,0.3158742654323577,0.6843
15,0.340276681542396,0.31480156481266025,0.6854
16,0.3373918831646442,0.3147586883604525,0.6853
17,0.3336619375348091,0.2996009573340416,0.7005
18,0.3310932945907113,0.3157516004145146,0.6845
19,0.3314746916890147,0.3097670301795007,0.6903
20,0.32624729111790646,0.3011148627102375,0.6998
21,0.3228722358942035,0.3069695749878884,0.6938
22,0.32360757941007623,0.31217885807156565,0.6875
23,0.3239827611446379,0.3321475395560264,0.6677
24,0.32629393032193205,0.30567244067788135,0.6953
25,0.3177080751061441,0.32230702266097083,0.6781
26,0.3203947576284408,0.32443617597222324,0.6761
27,0.3112254279255868,0.2979317592084407,0.7027
28,0.3152466568648816,0.315102440416813,0.6856
29,0.316231590420008,0.3205026514828205,0.6799
30,0.31472014951705957,0.30529548987746247,0.6938
31,0.31956398496031746,0.3105147643387318,0.6889
32,0.3210199014246461,0.3047066727280618,0.6965
33,0.3173800075948237,0.31373828917741764,0.6873
34,0.31101224511861786,0.2998635499179364,0.7001
35,0.31231462860107445,0.3242316171526907,0.6763
36,0.31033091291785203,0.2928653110563756,0.7076
37,0.3059620190262796,0.29849894165992735,0.7019
38,0.30585979095101357,0.2948787899315357,0.7059
39,0.30200422888994244,0.3001261241734028,0.6998
40,0.2937333063483235,0.26972762703895575,0.731
41,0.27443305152654607,0.25826544821262376,0.7427
42,0.2625911145806314,0.24918629467487344,0.7517
43,0.25310784269869324,0.24193541482090944,0.759
44,0.24842899313569092,0.23813392207026476,0.7629
45,0.24040637165307996,0.23361863896250729,0.7676
46,0.23681242176890385,0.23105924040079112,0.7702
47,0.23449709704518307,0.22675323218107224,0.7749
48,0.22858024454116807,0.2261323995888233,0.7748
49,0.2246774005293845,0.22417131900787346,0.7757
50,0.22023889766633492,0.21869342520833024,0.7827
51,0.21951984234154237,0.2164887104928493,0.7845
52,0.2142818303853273,0.2151954767107965,0.7855
53,0.21571656361222272,0.2135941210389138,0.7873
54,0.21361288128793246,0.21184876345098025,0.7888
55,0.2088812143355609,0.21038386084139346,0.7906
56,0.20776759502291697,0.21081981815397738,0.7897
57,0.20602839601039877,0.20880181610584264,0.7922
58,0.20290368303656597,0.20713379628956322,0.7936
59,0.202903531342745,0.2042584627866745,0.7965
60,0.20197764283418654,0.2032404501736164,0.7975
61,0.19942774051427836,0.20422378048300743,0.7957
62,0.1968740283101797,0.20047277510166173,0.8004
63,0.1976633375883101,0.2013966065645217,0.7991
64,0.19464534312486664,0.1988395066559315,0.8017
65,0.19548906044661998,0.1998139513283968,0.8015
66,0.1944639190286398,0.19472185879945758,0.8062
67,0.19111984407901741,0.19714362628757948,0.8036
68,0.18983381173014632,0.1932092332839966,0.8077
69,0.18955406473577036,0.19606372334063055,0.8046
70,0.18758889585733435,0.1900492701679468,0.8101
71,0.188807837486267,0.19401778683066367,0.8061
72,0.1872296371310949,0.19161572374403477,0.8102
73,0.18668684913218017,0.19053477518260475,0.8106
74,0.18534718824923038,0.1935132876038551,0.8075
75,0.1814363533705473,0.1869092355668544,0.8132
76,0.18314499305188667,0.18880036614835263,0.8113
77,0.18166210293769827,0.18431207649409775,0.8155
78,0.1799712071120737,0.18413671635091303,0.8162
79,0.18255410706996927,0.18516496554017065,0.8152
80,0.1786250553429128,0.18336776994168752,0.8164
81,0.17844157510995862,0.18300342276692388,0.8176
82,0.174533772200346,0.1836565718054771,0.8181
83,0.17856218412518485,0.18432484090328213,0.8155
84,0.1742548241317272,0.18173817135393613,0.819
85,0.17757332910597323,0.1822530573606491,0.8189
86,0.1754766450971365,0.1846225791424513,0.8161
87,0.1725926104635001,0.17939432814717285,0.8215
88,0.1715755776762962,0.18004455476999282,0.8206
89,0.1716596787944434,0.18016096502542492,0.8195
90,0.17013471870124336,0.18094637498259544,0.8193
91,0.16971307562291627,0.1781676039844751,0.8226
92,0.16890487092733372,0.1781644262373447,0.8221
93,0.1682020915001632,0.1780164438486099,0.8235
94,0.16675265344977377,0.18154218852519982,0.8189
95,0.16649526413530114,0.1790486670285463,0.8219
96,0.16598518317192787,0.1793585459142924,0.8208
97,0.1664345947802065,0.17732645913958556,0.8234
98,0.16630355736613303,0.17809401817619808,0.8231
99,0.16566771843284359,0.17641259543597695,0.8238
100,0.16399008658528325,0.17345126941800115,0.8267
101,0.16284418669342987,0.1751195221394301,0.825
102,0.1615656889006496,0.17542132526636117,0.8244
103,0.16166429705172777,0.1744965929538011,0.8255
104,0.16135270990431322,0.17277843542397017,0.8276
105,0.15965372455120083,0.17287490554153923,0.8274
106,0.16029347221553328,0.1713507746905089,0.8297
107,0.15933584576845167,0.17003743506968017,0.8297
108,0.1588893473744394,0.1720487271249295,0.8285
109,0.15933919639885435,0.17336056672036657,0.827
110,0.15809644622355704,0.17060582138597963,0.8298
111,0.1567048660218715,0.16919065423309806,0.8317
112,0.1571548539176582,0.1713779999315739,0.8298
113,0.1574068660661578,0.17306359224021434,0.8276
114,0.15670308133214694,0.1703314866870642,0.8305
115,0.1550384724438191,0.17046662934124465,0.8298
116,0.15421280905604376,0.17129081673920152,0.8292
117,0.15282529269158843,0.1701508677005768,0.8307
118,0.15459792686998847,0.1687786968797445,0.8317
119,0.1541347297877075,0.1672484000772238,0.8328
120,0.15090655836462974,0.16788490220904362,0.8328
121,0.15119244885444633,0.16856113672256468,0.8315
122,0.1503859372586011,0.16464883334934707,0.8361
123,0.1509162091240288,0.16872679024934764,0.8316
124,0.15092818594723953,0.16769616156816486,0.8326
125,0.14970578108727925,0.16834494777023792,0.8323
126,0.14928056801855555,0.16609517723321915,0.8342
127,0.14953140196204193,0.16630585178732862,0.8345
128,0.1454583902657031,0.16400929294526578,0.8373
129,0.14550951071083562,0.16687612846493724,0.8333
130,0.14777458977699273,0.1630023431777954,0.8376
131,0.14465438628196717,0.16662848033010955,0.8352
132,0.14696135324984771,0.1681547568738461,0.832
133,0.14567566986754535,0.16414920300245292,0.8365
134,0.14430698236078027,0.16705057002604007,0.8341
135,0.14479652946442345,0.16578558914363395,0.8355
136,0.14404122909903505,0.16605835407972336,0.8351
137,0.14346212851256127,0.1665305247157812,0.8343
138,0.14280545426160088,0.16343922413885595,0.8372
139,0.14289753919094805,0.16457279369235034,0.8359
140,0.14331203051656474,0.16585258267819886,0.8341
